Transaction ID,Date & Time,Sender UPI ID,Receiver UPI ID,Transaction Amount (INR),Transaction Type,Transaction Status,Bank Name,Mode of Payment,Payment Purpose
TXN100430,2024-10-18 08:49:21,emiller@upi,ubenitez@upi,2900.24,Receive,Success,HDFC,Intent,Bill Payment
TXN100431,2025-03-23 00:08:40,ambertaylor@upi,jessica68@upi,245.37,Request Money,Success,Kotak,Phone Number,Food
TXN100432,2024-06-01 15:12:39,simssusan@upi,clintonmoody@upi,2029.56,Send,Pending,BOB,Intent,Travel
TXN100433,2024-09-06 00:01:49,allison58@upi,pstout@upi,735.57,Receive,Pending,HDFC,QR Code,Subscription
TXN100434,2024-11-17 22:53:54,hernandezrichard@upi,jill58@upi,455.52,Request Money,Failed,ICICI,Phone Number,Recharge
TXN100435,2024-09-04 06:13:04,smithdouglas@upi,denisetaylor@upi,2021.66,Send,Pending,BOB,UPI ID,Travel
TXN100436,2024-05-27 03:08:32,qnavarro@upi,joshuagreen@upi,3871.52,Send,Success,PNB,Phone Number,Recharge
TXN100437,2024-06-05 01:41:56,jacksondiane@upi,james18@upi,3865.73,Receive,Success,ICICI,UPI ID,Transfer
TXN100438,2025-02-14 04:56:23,qthomas@upi,jake19@upi,4104.48,Receive,Failed,Kotak,UPI ID,Bill Payment
TXN100439,2024-12-28 16:40:54,michaelross@upi,bernardkim@upi,1871.35,QR Payment,Failed,ICICI,Intent,Food
TXN100440,2024-09-09 18:37:57,anthony53@upi,wjohnson@upi,2683.16,Send,Success,ICICI,Intent,Food
TXN100441,2024-09-22 16:43:26,kimberly24@upi,garnerjoseph@upi,3884.96,Request Money,Pending,Axis Bank,UPI ID,Recharge
TXN100442,2024-05-13 01:05:10,deborah04@upi,dianadaugherty@upi,727.18,Request Money,Pending,ICICI,QR Code,Bill Payment
TXN100443,2025-02-24 05:24:26,jonhouse@upi,jacksonjames@upi,724.44,Send,Failed,PNB,UPI ID,Transfer
TXN100444,2024-11-18 07:34:48,russelllisa@upi,scottanthony@upi,349.89,QR Payment,Pending,ICICI,Phone Number,Transfer
TXN100445,2024-12-03 19:10:46,markwu@upi,brandycardenas@upi,4348.09,Request Money,Failed,Kotak,Phone Number,Transfer
TXN100446,2025-04-02 10:20:29,daykaren@upi,shawnpayne@upi,3351.68,Request Money,Pending,ICICI,QR Code,Subscription
TXN100447,2024-10-03 18:26:59,tamara55@upi,wisealvin@upi,2515.86,Request Money,Failed,ICICI,UPI ID,Recharge
TXN100448,2024-08-31 09:17:55,timothysantana@upi,aduran@upi,2876.08,Request Money,Success,ICICI,Intent,Subscription
TXN100449,2024-12-27 03:33:53,christinasnyder@upi,rmartin@upi,3098.82,Send,Pending,Kotak,UPI ID,Bill Payment
TXN100450,2024-09-25 16:48:56,vkey@upi,johnnyhaynes@upi,2853.83,Send,Failed,HDFC,Phone Number,Shopping
TXN100451,2024-06-12 14:46:15,turnervanessa@upi,coreymoore@upi,2435.37,Request Money,Success,BOB,QR Code,Transfer
TXN100452,2024-06-19 15:23:38,pscott@upi,uflores@upi,3275.86,QR Payment,Pending,BOB,QR Code,Bill Payment
TXN100453,2024-09-23 22:40:41,qmarshall@upi,jonathan46@upi,3808.41,Request Money,Pending,PNB,QR Code,Subscription
TXN100454,2024-12-04 05:44:32,porterdebbie@upi,robertsimon@upi,1932.5,QR Payment,Pending,Kotak,Intent,Recharge
TXN100455,2025-02-01 19:22:58,bbowen@upi,zpeters@upi,4569.11,Request Money,Pending,Kotak,QR Code,Travel
TXN100456,2024-07-29 05:00:33,johnsonerika@upi,wvaughan@upi,2213.98,QR Payment,Failed,Kotak,QR Code,Travel
TXN100457,2024-11-11 11:19:47,jwarren@upi,zlane@upi,2153.37,Receive,Failed,Axis Bank,Phone Number,Recharge
TXN100458,2024-11-26 04:03:35,lawsonjason@upi,gjones@upi,1064.74,Receive,Pending,Kotak,Phone Number,Food
TXN100459,2024-06-15 08:19:09,ffuller@upi,meghan27@upi,1198.45,QR Payment,Pending,PNB,QR Code,Shopping
TXN100460,2025-02-10 00:54:53,travis83@upi,wardwilliam@upi,1225.44,QR Payment,Pending,HDFC,UPI ID,Food
TXN100461,2024-09-12 02:21:20,parkerdavid@upi,dustinpeck@upi,2404.32,Receive,Pending,ICICI,QR Code,Transfer
TXN100462,2024-06-26 16:58:44,johnsonthomas@upi,taylorsteven@upi,4012.73,Request Money,Success,ICICI,Intent,Shopping
TXN100463,2024-06-03 17:21:08,christopher52@upi,cdurham@upi,2563.61,QR Payment,Failed,ICICI,UPI ID,Bill Payment
TXN100464,2024-08-18 05:47:22,maciasclaudia@upi,torreskyle@upi,968.53,Receive,Pending,BOB,QR Code,Subscription
TXN100465,2024-11-23 10:36:44,henry07@upi,nsullivan@upi,2790.52,Send,Failed,Kotak,Phone Number,Transfer
TXN100466,2024-05-17 14:45:17,fbond@upi,ycaldwell@upi,2437.34,QR Payment,Pending,PNB,Intent,Bill Payment
TXN100467,2024-06-07 14:58:16,wpacheco@upi,mfuller@upi,4318.38,Send,Success,ICICI,QR Code,Subscription
TXN100468,2024-07-25 02:03:36,pachecosteven@upi,kelly75@upi,1337.97,Request Money,Failed,Kotak,Intent,Subscription
TXN100469,2024-07-16 16:46:53,stevenanderson@upi,linda72@upi,4581.48,QR Payment,Success,PNB,UPI ID,Transfer
TXN100470,2024-05-19 18:40:23,ldaniel@upi,guerrerofrank@upi,410.09,Send,Pending,SBI,Phone Number,Transfer
TXN100471,2025-04-10 07:06:56,elaine11@upi,umorris@upi,4085.26,Send,Pending,HDFC,UPI ID,Bill Payment
TXN100472,2024-08-10 10:00:51,melissa03@upi,danielle28@upi,3945.6,QR Payment,Success,BOB,Intent,Transfer
TXN100473,2024-06-12 21:48:45,fbenjamin@upi,peggy10@upi,650.68,Receive,Failed,ICICI,QR Code,Recharge
TXN100474,2024-09-06 06:40:03,myerstodd@upi,jasminebrown@upi,2955.97,Receive,Success,HDFC,QR Code,Shopping
TXN100475,2024-05-26 01:08:27,crystalconley@upi,campbellbarbara@upi,2485.07,QR Payment,Success,PNB,Phone Number,Recharge
TXN100476,2024-05-20 20:30:10,melissayoder@upi,hbarrera@upi,401.4,Request Money,Success,HDFC,UPI ID,Shopping
TXN100477,2024-10-04 22:07:11,kathryn26@upi,patricia22@upi,2693.73,Request Money,Pending,HDFC,Phone Number,Bill Payment
TXN100478,2025-02-26 13:11:44,lewisabigail@upi,emma71@upi,4493.19,QR Payment,Pending,PNB,QR Code,Bill Payment
TXN100479,2024-08-19 02:06:07,trobles@upi,ilamb@upi,4472.28,Receive,Pending,Kotak,UPI ID,Food
TXN100480,2024-08-25 17:45:06,victornoble@upi,martinezkathy@upi,644.51,Request Money,Pending,SBI,Phone Number,Recharge
TXN100481,2024-09-27 18:37:02,wardjeffrey@upi,dennis39@upi,3352.35,Request Money,Failed,PNB,Intent,Recharge
TXN100482,2024-11-10 16:09:25,donna59@upi,qvalenzuela@upi,4703.7,QR Payment,Pending,PNB,QR Code,Bill Payment
TXN100483,2025-03-19 02:25:03,kim09@upi,josephmason@upi,1755.51,QR Payment,Failed,Kotak,Phone Number,Recharge
TXN100484,2025-01-12 13:05:04,collinsgordon@upi,gibsontoni@upi,1435.84,Request Money,Success,HDFC,Intent,Bill Payment
TXN100485,2024-11-16 04:48:17,uberg@upi,jeremy57@upi,4771.32,Send,Pending,BOB,QR Code,Transfer
TXN100486,2024-06-07 09:26:46,hestertimothy@upi,aaronhoffman@upi,4352.52,Request Money,Success,Axis Bank,Phone Number,Transfer
TXN100487,2024-04-19 10:03:33,kathyrodriguez@upi,rebecca31@upi,2685.42,Receive,Pending,SBI,Phone Number,Food
TXN100488,2024-12-30 09:04:19,changjessica@upi,stephanie89@upi,4871.42,Request Money,Pending,SBI,Phone Number,Subscription
TXN100489,2024-12-31 15:47:55,paula36@upi,carlsonjeffrey@upi,4314.31,Request Money,Pending,HDFC,QR Code,Transfer
TXN100490,2024-04-15 00:02:29,arojas@upi,kimberlybrown@upi,183.58,Request Money,Pending,BOB,Intent,Recharge
TXN100491,2024-12-15 04:38:02,sarahsnow@upi,karen47@upi,2348.87,Request Money,Success,SBI,Intent,Bill Payment
TXN100492,2024-08-23 01:31:09,zhenry@upi,zachary47@upi,2538.53,Request Money,Pending,PNB,QR Code,Bill Payment
TXN100493,2025-02-13 11:30:52,richard56@upi,sarah03@upi,1015.54,Receive,Success,Kotak,Intent,Food
TXN100494,2025-03-04 15:37:53,zmullins@upi,rstevenson@upi,357.62,Receive,Pending,HDFC,QR Code,Food
TXN100495,2024-06-01 13:25:29,thomastapia@upi,claudiaschaefer@upi,463.38,Send,Pending,HDFC,QR Code,Travel
TXN100496,2024-05-12 09:52:01,wayne82@upi,dorismartinez@upi,2888.36,Request Money,Pending,Axis Bank,Phone Number,Transfer
TXN100497,2025-04-10 23:41:19,ryanwhite@upi,blackjacqueline@upi,4004.25,Send,Failed,ICICI,QR Code,Transfer
TXN100498,2024-05-17 01:10:09,warebrittany@upi,annalucas@upi,3226.03,Receive,Failed,HDFC,QR Code,Subscription
TXN100499,2024-09-01 08:48:26,davistracy@upi,ashley83@upi,45.01,Receive,Failed,Axis Bank,UPI ID,Travel
TXN100500,2024-12-03 23:20:26,kathrynhudson@upi,cody61@upi,1387.56,QR Payment,Failed,ICICI,Phone Number,Transfer
TXN100501,2025-01-28 01:16:08,shelbyanderson@upi,joshua52@upi,452.52,Send,Failed,ICICI,UPI ID,Recharge
TXN100502,2024-10-02 04:44:58,amy16@upi,brownmatthew@upi,4307.45,Request Money,Success,BOB,UPI ID,Food
TXN100503,2025-03-21 16:54:19,leahhowe@upi,murphytimothy@upi,1421.73,QR Payment,Pending,PNB,QR Code,Bill Payment
TXN100504,2024-10-20 16:22:37,john05@upi,gary18@upi,2544.3,QR Payment,Pending,PNB,UPI ID,Shopping
TXN100505,2024-07-28 08:47:24,zsmith@upi,melissanavarro@upi,4519.33,Receive,Success,ICICI,Intent,Transfer
TXN100506,2024-11-18 11:40:43,erin71@upi,rfuentes@upi,3631.03,Request Money,Failed,SBI,QR Code,Food
TXN100507,2024-10-10 23:37:04,anthony07@upi,andersonlori@upi,394.74,Receive,Pending,HDFC,Intent,Shopping
TXN100508,2024-08-18 03:13:24,catherine77@upi,lynchrebecca@upi,785.18,Receive,Pending,Axis Bank,Phone Number,Transfer
TXN100509,2024-09-19 23:14:23,evansgregory@upi,christianhancock@upi,1065.88,Receive,Success,Axis Bank,Intent,Recharge
TXN100510,2024-10-27 23:00:27,ikane@upi,rebeccaunderwood@upi,4196.78,QR Payment,Failed,Kotak,UPI ID,Transfer
TXN100511,2024-08-22 00:37:45,heatherhoffman@upi,lisadavis@upi,1839.69,Send,Success,Axis Bank,QR Code,Travel
TXN100512,2024-05-25 18:46:43,timothystrong@upi,anthonyvincent@upi,223.2,Send,Failed,BOB,Phone Number,Transfer
TXN100513,2024-08-18 05:34:22,michael47@upi,collinssean@upi,2933.36,Request Money,Success,HDFC,UPI ID,Transfer
TXN100514,2025-04-01 08:08:44,nancydoyle@upi,msmith@upi,4114.13,Receive,Failed,PNB,QR Code,Bill Payment
TXN100515,2025-01-20 12:54:08,zritter@upi,jason95@upi,1140.11,Receive,Pending,HDFC,QR Code,Bill Payment
TXN100516,2024-08-04 04:23:14,gregorymoran@upi,lisaarroyo@upi,536.97,Send,Failed,Kotak,Intent,Travel
TXN100517,2024-08-27 01:01:43,zmoore@upi,jennifer92@upi,3902.53,Request Money,Success,PNB,UPI ID,Recharge
TXN100518,2025-03-14 02:40:15,ejohnson@upi,sarajenkins@upi,4139.26,Request Money,Success,ICICI,Phone Number,Shopping
TXN100519,2024-05-12 00:00:23,amandarobinson@upi,tgalloway@upi,3189.88,Request Money,Success,ICICI,QR Code,Recharge
TXN100520,2024-12-04 04:29:32,mejialisa@upi,katiechapman@upi,3882.98,Receive,Success,BOB,QR Code,Food
TXN100521,2024-04-30 22:09:49,nparsons@upi,snyderandre@upi,1605.19,Send,Failed,Axis Bank,QR Code,Transfer
TXN100522,2024-05-01 02:08:08,georgefischer@upi,abigailandrews@upi,1666.12,Request Money,Success,ICICI,UPI ID,Food
TXN100523,2024-11-18 16:47:59,hernandezmeghan@upi,stephensonchristine@upi,3248.74,QR Payment,Success,BOB,Phone Number,Subscription
TXN100524,2024-12-22 17:51:31,patricia39@upi,alexander65@upi,1538.32,QR Payment,Success,Axis Bank,UPI ID,Food
TXN100525,2024-05-09 16:12:50,sydney51@upi,anne50@upi,4830.52,Request Money,Success,PNB,Phone Number,Travel
TXN100526,2025-01-18 00:49:58,hoodcarla@upi,osmith@upi,3113.81,Request Money,Failed,Kotak,QR Code,Recharge
TXN100527,2025-02-24 22:31:07,shudson@upi,thompsonashley@upi,4188.91,QR Payment,Success,BOB,Intent,Transfer
TXN100528,2024-11-07 01:20:52,wongalexander@upi,salinasdavid@upi,1292.92,Request Money,Failed,ICICI,Intent,Recharge
TXN100529,2024-09-08 03:31:44,jessicacurtis@upi,johnsonblake@upi,3047.3,QR Payment,Success,PNB,UPI ID,Recharge
TXN100530,2024-09-16 13:54:39,george60@upi,crystal83@upi,1701.05,Send,Pending,SBI,Intent,Shopping
TXN100531,2025-04-05 15:47:03,caitlin06@upi,opalmer@upi,1619.77,Receive,Failed,Axis Bank,QR Code,Transfer
TXN100532,2024-04-30 16:02:42,matthewluna@upi,jasongonzalez@upi,628.39,QR Payment,Pending,Axis Bank,Intent,Recharge
TXN100533,2024-08-04 04:38:22,mark42@upi,barbaraperry@upi,3439.22,QR Payment,Failed,BOB,Intent,Food
TXN100534,2024-05-03 14:36:54,hsalinas@upi,ymartin@upi,1829.51,Send,Success,Kotak,Intent,Recharge
TXN100535,2025-02-11 03:51:52,roberthughes@upi,sstephenson@upi,489.34,Request Money,Pending,Axis Bank,QR Code,Food
TXN100536,2025-02-22 04:25:11,samantha98@upi,jasonross@upi,3188.98,Send,Failed,SBI,Phone Number,Travel
TXN100537,2024-07-08 05:38:15,fernandezeric@upi,kevinflores@upi,860.39,QR Payment,Pending,SBI,Phone Number,Bill Payment
TXN100538,2024-06-02 02:24:48,amyscott@upi,devin83@upi,4844.17,Send,Success,ICICI,Phone Number,Food
TXN100539,2025-01-14 22:35:42,restrada@upi,xhensley@upi,4235.95,Receive,Failed,PNB,Intent,Shopping
TXN100540,2024-05-05 10:28:40,bridgetlee@upi,bensonjoseph@upi,2733.84,Request Money,Failed,SBI,UPI ID,Bill Payment
TXN100541,2024-09-03 06:26:20,brian41@upi,justin53@upi,544.62,Receive,Failed,Kotak,UPI ID,Travel
TXN100542,2024-07-14 19:28:49,jacobgray@upi,elizabeth56@upi,3893.12,Send,Success,Kotak,Phone Number,Transfer
TXN100543,2024-04-22 13:54:03,nicholsgail@upi,linda38@upi,314.02,Send,Pending,HDFC,Intent,Recharge
TXN100544,2024-08-06 21:20:30,roachdaniel@upi,wcraig@upi,836.92,QR Payment,Pending,HDFC,Intent,Transfer
TXN100545,2024-06-20 20:16:21,laurenmitchell@upi,gordon43@upi,4160.41,Send,Pending,Axis Bank,UPI ID,Bill Payment
TXN100546,2025-04-12 06:46:47,chrisowen@upi,ronald51@upi,511.22,Send,Pending,BOB,Intent,Recharge
TXN100547,2025-02-13 13:57:17,stevenburton@upi,bryancannon@upi,1289.89,Request Money,Success,Axis Bank,Phone Number,Recharge
TXN100548,2024-09-14 21:33:22,nflores@upi,timothy40@upi,2133.06,Send,Pending,Axis Bank,QR Code,Shopping
TXN100549,2024-09-18 15:14:37,fordgregory@upi,meltonjesse@upi,1740.6,QR Payment,Failed,PNB,Intent,Transfer
TXN100550,2024-12-11 04:07:30,colemancourtney@upi,tina09@upi,3591.97,QR Payment,Failed,ICICI,QR Code,Recharge
TXN100551,2024-05-01 04:34:49,aandersen@upi,jeremy32@upi,4396.42,Request Money,Failed,PNB,UPI ID,Shopping
TXN100552,2024-12-21 22:05:30,herringamanda@upi,kennethwashington@upi,2376.6,QR Payment,Pending,HDFC,UPI ID,Bill Payment
TXN100553,2024-07-16 18:19:51,mwaters@upi,teresawhite@upi,2301.83,Receive,Success,BOB,Intent,Transfer
TXN100554,2024-12-23 19:23:20,cookcurtis@upi,catherine31@upi,3012.16,Receive,Success,Axis Bank,Intent,Food
TXN100555,2025-01-22 11:37:18,fitzgeraldtim@upi,nmitchell@upi,3962.4,Request Money,Failed,SBI,QR Code,Travel
TXN100556,2024-05-17 08:03:16,blakebuckley@upi,william53@upi,1028.11,Request Money,Success,PNB,UPI ID,Transfer
TXN100557,2024-11-26 14:45:56,jorge17@upi,benjamindavis@upi,2599.87,Request Money,Pending,ICICI,QR Code,Bill Payment
TXN100558,2025-04-10 01:13:02,vanessa54@upi,usmith@upi,2146.09,Request Money,Pending,PNB,Phone Number,Transfer
TXN100559,2024-08-14 22:10:30,lisacross@upi,renee63@upi,4574.09,Receive,Pending,ICICI,Intent,Food
TXN100560,2024-04-18 21:52:05,lhanna@upi,richard90@upi,3522.75,QR Payment,Success,SBI,UPI ID,Shopping
TXN100561,2024-11-09 20:09:04,edwardsryan@upi,conleybrent@upi,1900.79,Request Money,Failed,BOB,QR Code,Shopping
TXN100562,2025-04-02 00:35:49,tamara53@upi,gallagherelizabeth@upi,2428.68,Request Money,Pending,SBI,Intent,Transfer
TXN100563,2024-08-13 09:44:12,andrew74@upi,ulewis@upi,1449.77,Request Money,Success,Axis Bank,Intent,Food
TXN100564,2025-04-01 13:54:00,asmith@upi,ashleyfrazier@upi,3573.61,QR Payment,Failed,Kotak,Phone Number,Shopping
TXN100565,2024-05-01 10:30:21,woodbrian@upi,michellecrawford@upi,2099.52,Receive,Failed,SBI,Intent,Food
TXN100566,2024-08-11 08:26:21,jill85@upi,narcher@upi,4793.61,QR Payment,Success,PNB,QR Code,Shopping
TXN100567,2024-10-25 14:05:28,sanchezjoyce@upi,coreygarcia@upi,1162.88,Send,Pending,ICICI,QR Code,Recharge
TXN100568,2024-12-01 08:18:32,lawrencejessica@upi,cchavez@upi,4110.72,Request Money,Success,BOB,UPI ID,Recharge
TXN100569,2024-09-12 17:34:40,fitzgeraldkathryn@upi,jacqueline32@upi,4716.44,Send,Success,PNB,QR Code,Bill Payment
TXN100570,2024-12-05 06:51:30,angela69@upi,ellisashley@upi,3274.48,Request Money,Pending,Axis Bank,QR Code,Shopping
TXN100571,2025-04-06 15:11:17,qbaker@upi,joann59@upi,1990.29,QR Payment,Pending,SBI,QR Code,Food
TXN100572,2025-01-10 19:29:42,sydney84@upi,lgriffin@upi,797.67,Send,Pending,SBI,Intent,Subscription
TXN100573,2025-02-23 03:20:26,marcus16@upi,julia15@upi,3667.73,QR Payment,Failed,Axis Bank,UPI ID,Travel
TXN100574,2025-03-01 13:05:35,grantashley@upi,gilesandrew@upi,4100.97,QR Payment,Failed,SBI,UPI ID,Subscription
TXN100575,2024-08-10 14:05:37,qrodriguez@upi,porterjoel@upi,3257.66,QR Payment,Success,Axis Bank,Phone Number,Travel
TXN100576,2025-03-11 01:51:04,kristen43@upi,emorrison@upi,4638.17,Request Money,Success,Axis Bank,UPI ID,Bill Payment
TXN100577,2024-08-09 07:11:12,alexis99@upi,daniel12@upi,3974.39,Send,Failed,SBI,Phone Number,Shopping
TXN100578,2024-09-08 15:56:30,wbaker@upi,colleen32@upi,299.42,Send,Pending,SBI,QR Code,Subscription
TXN100579,2024-11-12 04:49:58,eowens@upi,millergloria@upi,2973.87,Receive,Failed,PNB,UPI ID,Travel
TXN100580,2024-06-18 03:05:13,rowemichael@upi,michael65@upi,704.87,Receive,Success,SBI,UPI ID,Travel
TXN100581,2024-06-18 17:30:41,nicole08@upi,luis49@upi,3887.86,Send,Success,BOB,UPI ID,Food
TXN100582,2024-12-11 13:46:25,charles50@upi,lguerra@upi,2169.83,Send,Failed,PNB,Intent,Travel
TXN100583,2024-08-29 12:35:27,heather70@upi,wmoore@upi,3638.38,Receive,Pending,SBI,QR Code,Subscription
TXN100584,2024-07-11 18:10:34,sawyerbrandon@upi,pconner@upi,1868.83,Request Money,Pending,HDFC,UPI ID,Transfer
TXN100585,2025-03-13 23:33:28,nguyenerika@upi,ncoffey@upi,2537.65,Send,Pending,Kotak,QR Code,Bill Payment
TXN100586,2025-01-07 16:11:18,stevendominguez@upi,qhoffman@upi,3648.6,Request Money,Failed,Kotak,Phone Number,Travel
TXN100587,2024-05-22 19:19:38,brianscott@upi,laurie57@upi,3496.75,Request Money,Failed,HDFC,UPI ID,Recharge
TXN100588,2024-11-25 02:16:52,joseph30@upi,scottzimmerman@upi,3028.7,QR Payment,Pending,ICICI,Phone Number,Travel
TXN100589,2024-12-31 13:29:41,hflores@upi,jenniferwilson@upi,1874.53,Send,Success,HDFC,Phone Number,Transfer
TXN100590,2024-07-15 20:26:25,wilkinsamber@upi,edward39@upi,3410.64,Receive,Pending,HDFC,QR Code,Bill Payment
TXN100591,2024-10-20 09:24:27,chamilton@upi,george54@upi,4143.9,Request Money,Pending,HDFC,Phone Number,Shopping
TXN100592,2025-03-07 21:37:19,connie36@upi,brownnicole@upi,4088.55,Send,Success,PNB,Phone Number,Subscription
TXN100593,2025-01-01 06:40:34,taylorterri@upi,patricia20@upi,3737.55,Receive,Pending,SBI,Intent,Recharge
TXN100594,2024-04-28 07:03:04,sophiamoore@upi,edwardlopez@upi,3165.13,QR Payment,Success,PNB,UPI ID,Travel
TXN100595,2024-09-10 04:42:12,woodmax@upi,youngsamantha@upi,3357.75,Receive,Failed,BOB,Intent,Subscription
TXN100596,2024-09-01 21:37:03,matthew95@upi,calvin35@upi,524.69,QR Payment,Failed,Kotak,Phone Number,Bill Payment
TXN100597,2024-11-21 12:21:40,lauren38@upi,carolinecrosby@upi,3192.51,Receive,Failed,SBI,Intent,Travel
TXN100598,2024-10-25 11:51:30,floresbrandi@upi,jensenmichael@upi,1358.15,Receive,Failed,SBI,Phone Number,Transfer
TXN100599,2024-10-10 21:14:54,sean66@upi,connor24@upi,407.02,QR Payment,Pending,Axis Bank,UPI ID,Subscription
TXN100600,2025-03-10 10:42:06,matthewtownsend@upi,laura45@upi,3394.84,Receive,Pending,BOB,QR Code,Shopping
TXN100601,2025-02-24 08:15:26,robertclark@upi,brandiriddle@upi,1852.8,Send,Success,Axis Bank,QR Code,Subscription
TXN100602,2024-09-24 22:36:02,kathydiaz@upi,alexandertanya@upi,2838.93,Send,Failed,ICICI,UPI ID,Shopping
TXN100603,2024-11-18 14:01:41,randallwendy@upi,colleen36@upi,35.9,Receive,Failed,HDFC,Intent,Recharge
TXN100604,2024-04-13 08:11:04,richardharding@upi,zgreene@upi,2919.42,Receive,Success,PNB,QR Code,Food
TXN100605,2025-04-08 02:23:53,lbrown@upi,michelleflores@upi,4379.93,Request Money,Pending,Kotak,Phone Number,Subscription
TXN100606,2024-10-24 20:54:19,ymoore@upi,jenniferscott@upi,1739.77,Send,Success,Axis Bank,Phone Number,Recharge
TXN100607,2025-03-29 12:12:47,ukramer@upi,glin@upi,2404.67,Receive,Pending,PNB,Intent,Subscription
TXN100608,2025-01-30 16:36:46,larrybass@upi,rdominguez@upi,3003.39,Receive,Pending,PNB,Intent,Food
TXN100609,2024-07-01 13:02:00,alexis49@upi,ochung@upi,3790.34,Receive,Success,PNB,Intent,Food
TXN100610,2025-03-31 16:13:20,walkerlaura@upi,qanderson@upi,4997.23,Receive,Failed,SBI,QR Code,Travel
TXN100611,2025-01-17 17:48:43,kellivalenzuela@upi,qcunningham@upi,21.07,Receive,Success,HDFC,Phone Number,Recharge
TXN100612,2025-03-15 15:56:41,rward@upi,zsalazar@upi,1995.68,Request Money,Failed,Kotak,Intent,Food
TXN100613,2024-06-03 14:10:43,garnerrandy@upi,zcooper@upi,2325.85,QR Payment,Pending,ICICI,Phone Number,Shopping
TXN100614,2024-06-06 11:45:07,susan46@upi,lauramurray@upi,3611.23,Request Money,Pending,Kotak,UPI ID,Food
TXN100615,2025-04-08 16:32:51,heathercrawford@upi,vjohnson@upi,4687.06,Receive,Failed,ICICI,Intent,Transfer
TXN100616,2024-09-18 09:23:50,alishavaughn@upi,rgarcia@upi,190.89,Send,Failed,Kotak,UPI ID,Subscription
TXN100617,2024-06-14 11:33:10,karenparker@upi,michaelmarks@upi,1398.48,Send,Success,Axis Bank,Intent,Travel
TXN100618,2024-11-28 10:25:31,brianmartinez@upi,bailey42@upi,1754.91,Request Money,Pending,Axis Bank,Intent,Travel
TXN100619,2024-05-05 20:49:31,ashley51@upi,tgreen@upi,933.24,Send,Pending,ICICI,QR Code,Shopping
TXN100620,2024-11-29 12:31:02,melissa88@upi,johnsonjessica@upi,2157.86,Receive,Success,HDFC,Intent,Transfer
TXN100621,2024-12-04 00:59:02,qnorton@upi,davidhenderson@upi,652.29,Request Money,Failed,BOB,Intent,Subscription
TXN100622,2024-12-27 10:09:40,watkinsmonique@upi,pamela20@upi,3477.12,Receive,Failed,BOB,Phone Number,Food
TXN100623,2024-04-15 17:46:04,pauldiaz@upi,watsonmatthew@upi,1712.29,Receive,Success,ICICI,Phone Number,Food
TXN100624,2024-11-28 05:46:46,tryan@upi,garciaangela@upi,4067.61,Send,Failed,HDFC,QR Code,Recharge
TXN100625,2024-07-03 04:23:30,dawn62@upi,wileychristopher@upi,328.61,QR Payment,Success,SBI,UPI ID,Food
TXN100626,2024-04-24 20:04:28,jared69@upi,jenkinsmatthew@upi,2359.64,Send,Success,PNB,Intent,Travel
TXN100627,2024-05-22 04:21:08,joshuaglass@upi,jasoncharles@upi,685.55,QR Payment,Success,ICICI,Phone Number,Recharge
TXN100628,2024-09-28 04:14:54,meredithsmith@upi,robert38@upi,4409.9,QR Payment,Success,ICICI,UPI ID,Bill Payment
TXN100629,2024-05-21 15:49:08,melissa54@upi,victorlewis@upi,3124.98,Send,Failed,PNB,Phone Number,Travel
TXN100630,2024-05-02 00:18:47,bakerdanielle@upi,garciamark@upi,1832.81,Send,Pending,BOB,Intent,Food
TXN100631,2024-12-09 12:29:26,tammy13@upi,kristina11@upi,2028.96,Receive,Success,Axis Bank,Phone Number,Food
TXN100632,2024-09-11 05:08:57,uhernandez@upi,davidtaylor@upi,2165.38,Request Money,Failed,HDFC,Intent,Subscription
TXN100633,2025-01-14 14:11:09,mcdonaldamy@upi,rogerwright@upi,1036.38,Request Money,Pending,BOB,QR Code,Shopping
TXN100634,2024-12-10 04:00:52,cookjennifer@upi,colejames@upi,367.82,Receive,Failed,ICICI,Phone Number,Shopping
TXN100635,2024-12-20 07:43:07,egreen@upi,lindacaldwell@upi,4001.5,Request Money,Failed,HDFC,QR Code,Food
TXN100636,2024-12-02 05:06:41,marisapowell@upi,kbaker@upi,4878.85,QR Payment,Success,Axis Bank,QR Code,Bill Payment
TXN100637,2024-06-01 23:26:14,prodriguez@upi,evelyn94@upi,2688.06,Request Money,Pending,ICICI,QR Code,Bill Payment
TXN100638,2024-04-15 00:29:41,sean36@upi,keithedwards@upi,3308.08,Receive,Failed,ICICI,UPI ID,Bill Payment
TXN100639,2024-08-30 01:59:49,simmonsjessica@upi,armstrongcolleen@upi,1900.42,QR Payment,Failed,ICICI,UPI ID,Recharge
TXN100640,2025-02-13 07:36:21,currybrian@upi,shawn08@upi,3295.19,QR Payment,Pending,HDFC,QR Code,Subscription
TXN100641,2024-09-07 11:49:04,fisherlaura@upi,mcbridebradley@upi,2793.31,Request Money,Success,SBI,Phone Number,Transfer
TXN100642,2024-08-25 16:50:00,oliverjulie@upi,mcdowellalicia@upi,537.78,Request Money,Pending,SBI,Intent,Food
TXN100643,2024-05-20 07:15:26,lewisbianca@upi,craig21@upi,2428.34,Receive,Pending,HDFC,UPI ID,Bill Payment
TXN100644,2025-03-13 05:57:15,angelahall@upi,ricardo08@upi,764.46,Send,Failed,Kotak,UPI ID,Shopping
